0.534016556817,0.1735076782420576,1,7,100,StandardScaler,0.9,0.1
0.463487881477,0.16164434992175253,5,7,100,StandardScaler,0.9,0.1
0.337358939979,0.13790736135248033,10,7,100,StandardScaler,0.9,0.1
0.262903057315,0.12174164214882226,20,7,100,StandardScaler,0.9,0.1
0.20430526049,0.10732011066225282,50,7,100,StandardScaler,0.9,0.1
0.188299331179,0.10303048068292636,100,7,100,StandardScaler,0.9,0.1
0.182919643875,0.10154803192414409,200,7,100,StandardScaler,0.9,0.1
0.45181552845,0.15959596748989427,5,7,10,StandardScaler,0.9,0.1
0.486169152624,0.16555223072517145,5,7,20,StandardScaler,0.9,0.1
0.433781475822,0.1563784262799559,5,7,50,StandardScaler,0.9,0.1
0.423454947935,0.1545058555446806,5,7,100,StandardScaler,0.9,0.1
0.411929684933,0.15238874138544867,5,7,200,StandardScaler,0.9,0.1
0.334699512577,0.13736271850449733,5,7,1000,StandardScaler,0.9,0.1
0.426491191321,0.15505878268941525,5,7,2000,StandardScaler,0.9,0.1
0.0382528639778,0.19558339392135082,1,7,100,CovertRange,0.9,0.1
0.0284236645292,0.16859319241639767,5,7,100,CovertRange,0.9,0.1
0.0276940171262,0.16641519499790408,10,7,100,CovertRange,0.9,0.1
0.0214755673306,0.1465454445919107,20,7,100,CovertRange,0.9,0.1
0.0149667650013,0.1223387305855273,50,7,100,CovertRange,0.9,0.1
0.0116426146624,0.1079009483849484,100,7,100,CovertRange,0.9,0.1
0.00928319272482,0.09634932654054894,200,7,100,CovertRange,0.9,0.1
0.225485547715,0.11274588319054596,5,7,100,StandardScaler,0.9,0.1,0.1
0.243710458168,0.11721371218177465,5,7,100,StandardScaler,0.9,0.1,0.05
0.265913726113,0.12243672802782925,5,7,100,StandardScaler,0.9,0.1,0.01
0.433019301295,0.1562409837422567,5,7,100,StandardScaler,0.9,0.1,0.001
0.527753149801,0.17248715312526097,5,7,100,StandardScaler,0.9,0.1,0.0001
6.76631577103,0.6176144779963497,5,7,100,StandardScaler,0.9,0.1,0.8
0.916046474046,0.22724801113778392,5,7,100,StandardScaler,0.9,0.1,0.5
1.9854490289,0.33455745237978507,5,7,100,StandardScaler,0.9,0.1,0.7
1.05299389186,0.24364318226745718,5,7,100,StandardScaler,0.9,0.1,0.6
1.61907864323,0.30211710145247805,5,7,100,StandardScaler,0.9,0.1,0.4
0.752677123414,0.20598979031147768,5,7,100,StandardScaler,0.9,0.1,0.3
0.860825240943,0.22029205470141225,5,7,100,StandardScaler,0.9,0.1,0.2
4.04724074381,0.4776621801613384,5,7,100,StandardScaler,0.9,0.1,0.1
0.774331653449,0.20893194331172146,5,7,100,StandardScaler,0.9,0.1,0.1
0.804527479631,0.21296673784304587,5,7,100,StandardScaler,0.9,0.1,0.1
0.388882117912,0.14806428846681696,5,7,100,StandardScaler,0.9,0.1,0.1
